kind,videoId,publishedAt,channelId,title,description,tags,defaultLanguage,defaultAudioLanguage,contentDuration,viewCount,likeCount,favouriteCount,commentCount,topicCategories
youtube#video,79565,2023-05-02 14:30:13+00:00,23569,How Many Polishes Do You Have in Your Collection?,"Visit My Store:
https://whatsupbeauty.com

Follow Me
Instagram: https://instagram.com/alena.monson
Facebook: https://facebook.com/alenamonson
TikTok: https://www.tiktok.com/@alenamonson

Subscribe
https://www.youtube.com/@alenamonson?sub_confirmation=1","['nails', 'nail art', 'nail design', 'nail', 'nail video', 'nail tutorial', 'nail designs', 'nails art', 'nail art tutorial', 'nail art video', 'trendy nails', 'trendy nail art', 'trending nails', 'trending nail art', 'viral nails', 'viral nail art', 'nail polish', 'polish', 'polishes', 'nail polishes', 'varnish', 'varnishes', 'nail varnish', 'nail varnishes', 'lacquer', 'nail lacquer', 'diy', 'nail salon', 'salon', 'nail tech', 'nail technician', 'technician', 'gel nails', 'funny', 'comedy', 'humor', 'joke', 'can relate', 'pedro', 'pedro pascal', 'the last of us']",,en,PT7S,785,16,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,16620,2023-01-24 05:39:08+00:00,22414,#luxury #diamond #beauty,,,,,PT6S,51,8,0,0,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,64948,2025-03-01 11:57:43+00:00,51853,Get ready with me in goa #goa #grwm #sunscreen # lakmesunscreen #denimshorts #beachoutfit #beachlife,,,,,PT32S,137,11,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,15550,2021-06-04 12:58:55+00:00,5975,Makeover videos||Full face makeup|| excellent makeover.,,"['makeover videos', 'beautiful makeup', 'beautiful girl', 'excellent makeover', 'Fullfacemakeup']",,,PT15S,17838,631,0,2,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,66346,2023-05-15 11:25:58+00:00,35652,#balayage haircolor #haircolor hair#balayage #shortvideo #viralshort #girlhairstyle #shorts#newvideo,,,,,PT6S,805,33,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,46569,2021-09-12 15:30:07+00:00,22390,CONTOUR WITH ME   mekeup tiktok,"Subscribe and smile😍 Thank you for watching videos!
Do you like my channel ? Buy me coffee 👉 https://ko-fi.com/makeupsun
👇😍 My second channel - subscribe friends
https://www.youtube.com/channel/UC6I6rcvrcGYbJz3mDScot7Q

*Note: Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholar ship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.","['makeup tutorial', 'makeup asmr', 'makeup storytime', 'makeup storytime tiktok', 'makeup videos', 'makeup tutorial for beginners', 'makeup hacks', 'makeup transformation', 'makeup art', 'eye makeup', 'makeup challenge', 'makeup collection 2021', 'makeup compilation 2021', 'makeup design', 'makeup doll', 'makeup eyeshadow', 'makeup eyes', 'makeup eyeliner', 'makeup fails', 'makeup girl', 'makeup grwm', 'makeup hacks 5 minute crafts', 'i makeup video', 'i makeup hacks', 'i makeup look', 'makeup looks', 'Makeupsun']",,,PT1M,30,5,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,62568,2021-03-03 10:21:12+00:00,2577,Areas To HIGHLIGHT on YOUR Face!,"#shorts
hey beauties
this is a video about the areas you should concentrate highlighting! 

enjoyyy!","['highlighter', 'highlight', 'brighten up', 'sparkle', 'bomb ass', 'amazing', 'brilliant', 'pop']",,,PT45S,485,11,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,33028,2023-12-26 09:21:42+00:00,1856,The Key to Hydrated Skin: The Importance of Moisturizers,,,en-US,en-US,PT9S,2,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,15306,2021-12-19 06:00:02+00:00,26875,Hair Cutting and Transformation | Random Videos on Internet #shorts,"Hair Cutting and Transformation | Random Videos on Internet 

#shorts #youtubeshorts #randomvideosoninternet","['peaches makeup', 'hair cutting', 'hair cutting transformation', 'hair cutting tutorial', 'hair cutting and colour', 'hair cutting colour', 'hair cutting transformation tiktok', 'hair cutting transformation girl', 'hair cutting effects', 'hair cutting bob style', 'hair cutting 2022', 'hair cutting tutorial 2022', 'hair cutting layers', 'layer hair cutting', '#shorts', '#youtubeshorts', '#randomvideosoninternet']",,en,PT27S,10834,173,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,74864,2023-07-16 14:30:25+00:00,48259,Be the Boss Woman With Bella Vita Luxury CEO Women!,"https://bellavitaorganic.com/products/ceo-woman-luxury-perfume

CEO Woman Perfume is a handpicked fragrance for women who like facing challenges heads on. Its captivating scent not only makes you the talk of the town but also fills your senses with the confidence to seize the day. 🌻

The hint of musk and earthy notes of leather, tonka and vanilla make this fragrance irresistible. Its beautiful aroma lasts throughout the day, making you feel fresh and spirited 🌊. Make a sophisticated statement wherever you go with CEO Woman Perfume.

✔️Long-Lasting

✔️Made for bold and beautiful women

#BellaVitaLuxury","['bella vita luxury', 'perfumes under 500', 'perfumes under 1000', 'perfumes under 999', 'best perfumes for women', 'best perfumes for men', 'under 500', 'under 999', 'under 1000', 'perfumes under 600', 'best perfumes for men in india', 'best perfumes for women in india']",,,PT22S,587,10,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,86188,2024-12-22 04:40:47+00:00,53161,Best BODY care ROUTINE?!!🤩😍 #guasha #koreanscrub #kbeauty #korean #TCM,,,,,PT1M1S,7107148,312360,0,851,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
youtube#video,28796,2021-04-22 07:59:23+00:00,16989,beautiful hair care ❤️ #shorts,,,,,PT14S,10583,167,0,2,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)']
youtube#video,30604,2020-02-22 16:43:21+00:00,13622,BEST FACE MASK COMPILATION #1 2020 ✨SKINCARE ROUTINE,,,,,PT13M33S,5,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,90870,2024-05-08 18:01:55+00:00,12252,How to get rid your under eye wrinkle🌷☁️ #glowup #shorts #aesthetic #glowuptips#viral #trending#fypシ,,,,en,PT16S,6775,477,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,47610,2024-05-17 11:00:33+00:00,44065,Get ready for summer with @londonglowofficial face powder.  #skincare #makeup,,,,hi,PT29S,447,19,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,36914,2023-08-27 23:32:22+00:00,50760,Face serum doesn’t do anything for your face . #shorts,,,,,PT30S,15,9,0,4,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,50598,2024-01-21 22:19:42+00:00,27779,The Art of VIDEO EDITING: Balancing Artistic Vision and Technical Precision,,,en-US,en-US,PT9S,75,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']"
youtube#video,67173,2023-03-14 13:46:20+00:00,5609,"trying viral hairstyle,🤩 #hairstyle #simplehairstyle #hairstyletutorial #hair #hairstyling #shorts",,,,,PT14S,2108,80,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,27628,2024-11-21 12:06:48+00:00,28923,"Skincare Tutorial, Beauty Tips #makeup #skincaretutorial #makeuptutorial #lipstick",,,,,,,,,,
youtube#video,78,2023-06-22 09:13:30+00:00,6225,glowup tip for boys | look attractive|| grooming tips for boys || groom yourself,,,,,PT8S,1712,37,0,1,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,91127,2024-06-16 17:30:07+00:00,1139,😲Get Chubby Cheeks With This Exercises At Home#trending#faceyoga#antiaging#beauty#faceexersie,😲Get Chubby Cheeks With This Exercises At Home#trending#faceyoga#antiaging#beauty#faceexersie#fashionkerung,"['anti-aging', 'face yoga', 'face exercise', 'fashion ke rung']",ur,ur,PT14S,856,26,0,1,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness', 'https://en.wikipedia.org/wiki/Physical_fitness']"
youtube#video,64490,2025-06-15 11:27:53+00:00,1758,Stunning Hair Transformations | Amazing Haircuts and Hair Color Trends,Stunning Hair Transformations | Amazing Haircuts and Hair Color Trends,,en,en-US,PT11M36S,1127,32,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,30587,2023-10-09 14:16:54+00:00,33241,#noorfari #beautymakeup #makeupworld #beautyproducts #makeuplover,,,,,PT15S,66,6,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,46894,2020-08-03 12:14:13+00:00,13911,Balayage,"@juliorosarioofficial 🦅 
#juliorosarioofficial #docedeleite #colorism #visagismo #visagista #london #salusburyroad #mayfair #kensington #hairstyles #haircut #hairstylist #color #balayage #balayagehair #miami🌴 #dubai🇦🇪 #paris🗼 #portugal🇵🇹 #italia🇮🇹 

Have a good week 🙏🏽",,,,PT10S,6726,195,0,5,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,15860,2023-10-06 08:00:19+00:00,20524,@lieke.wella rockig her new #wellacolorblocking face frame by @christie.wella,,"['blondorplex', 'color touch', 'wella', 'wella professionals']",,,PT11S,2377,59,0,2,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,55286,2023-09-27 21:35:39+00:00,39102,Parte 2 | Cejas Orgánicas con Gel Ego,,,,,PT40S,7789,77,0,1,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,4811,2025-01-26 23:30:39+00:00,51388,Cara Cepat Glowing Tanpa Makeup #sunscreen #makeup #glowing #makeuptutorial #tips,,,,,PT11S,609,63,0,0,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,62550,2023-10-22 04:12:23+00:00,40005,Transform Your Look with Hair Extensions #hairextensionsalon  #hairextension #hairextensions,,,zh-SG,zh-SG,PT12S,1236,10,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,49114,2025-02-11 01:26:19+00:00,13741,Follow ya girl I’m a nail tech I’m also a hair influencer and available for booking 📌 @ti__jinsui,,,,,PT16S,105,7,0,1,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,61986,2023-03-06 00:23:05+00:00,36196,Lip Transformation!!! Lipliner and lipstick,,,,,PT14S,357,11,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,57964,2023-03-12 00:00:14+00:00,41707,Watch How Our MendXtend Kit Works On Her Hair 😍❤️ #hairtransformation #longhairroutine #hairgrowth,"We don’t gatekeep over here 😍🙌 beautiful strong, thick hair! ft. our mendXtend kit 💞 #mendxtend #ultamusthaves #beforeandafterhair #hairgrowthtips #hairgrowthjourney #haircare #haircareproducts",,,,PT9S,1619,29,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,26926,2020-09-01 14:42:42+00:00,8806,Who loves he-shi?,Say hello to our brand ambassadors!,,,,PT31S,29,0,0,0,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']"
youtube#video,66570,2021-12-27 16:54:18+00:00,21048,Hair Transformation #Shorts #Hair color,#hairtransformation#HairColor#Shorts,"['#hairtransformation', '#HairColor', '#Shorts', '#GoldenHairColor', '#HowToMakeGoldenHairColor', '#EasyMathodGoldenHairColor', '#HomeMadeGoldenHair', '#AbehaDematologist', '#SkinCareTips']",,hi,PT26S,921,33,0,5,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,5449,2021-09-28 13:30:01+00:00,50179,"kheech meri Photo, Reels, makeup, #shorts #makeup #eyeshadow #lipsticks #makeuplook",,,en,bn,PT15S,917,17,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,70060,2020-03-13 15:23:00+00:00,38620,Arish best face wash(reveiw),,,,,PT3M10S,2641,74,0,25,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,88468,2025-06-01 18:15:05+00:00,48440,Beautiful Makeup Idea 💡😍 💕💋💄 |Bellany Makeup #lipstickhacks #lipstick #quickandeasymakeup,,,,,,,,,,
youtube#video,73505,2021-12-18 18:32:39+00:00,38922,I love y’all so much🤤🥰#roadto1k #skincare #500subs #1k,,,,,PT16S,783,36,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,79805,2023-12-12 16:48:29+00:00,16464,The Power of Facial Serums: Targeted Solutions for Specific Skin Concerns,,,en-US,en-US,PT9S,0,0,0,0,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,70234,2021-08-13 00:29:55+00:00,20228,High-End Beauty Portrait Retouching. Steps. Before And After Photo retouching. #Shorts,"Thank you for watching!  Please SUBSCRIBE to my channel 🤗
More videos are coming!!! 

#RETOUCHER
! AVAILABLE FOR ORDERS !

- Photo: @smoshkov
- Retouch: @retouch.molu 

.

#photoretoucher #retoucherwork #retaching #retouchingservice #photoretouching #beautyretouch #photography#highendretouching #postproduction #beforeandafter #commercialretoucher #fashionretouch #skinretouch #photographers #portrait #beauty #fashionweek #models#mua#ретушер#losangeles#newyork#photoshop#editphotos#beautyphotographer#retoucher#photo",,,,PT21S,59,1,0,0,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,81952,2021-08-22 06:57:44+00:00,14482,Selena Gomez Rare Beauty 😍☺️,"Thanks for watching.  Support us.Love you 

Guys.

Music in this video - If the world was ending (ACN8,  No copyrighted song)",,,,PT16S,838,39,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,84801,2025-06-19 00:30:52+00:00,38219,Hair Dye Transformation Vibes #vibewithus #couplegoals #hairtransformation,Hair Dye Transformation #vibewithus #fok #hairtransformation #hairdye #hairtutorials #naturalhair,,,,PT40S,1299,8,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,258,2024-01-04 11:42:08+00:00,27806,I am a girl who loves  wearing a mask,"We're Show YOu About This Topic Below:
face hair removal
face hair removal cream
face hair removal machine
face hair removal laser
face hair electrolysis
face hair follicles
face hair disease
face hair growth
face hair growing
face hair girl
face hair hacks
face hair highlights
face hair ingrown
face hair inhibitor
face hair infection
face hair itchy
face hair ideas
face hair kat
face hair laser removal
face hair laser
face hair loss
face hair look
face hair line
face hair massage
face hair men
face hair man
face hair makeup
face hair machine
face hair mask
face hair malayalam
face hair name
face hair oil
face hair plucking
face hair problem
face hair pimples
face hair pulling
face hair pores
face hair pcos
face hair shaving
face hair style
face hair subliminal
face hair shaver
face hair song
face hair threading
face hair trimmer
face hair treatment
face hair tattoo
face hair transformation
face hair tips
face hair video
face hair wax
face hair woman
face hair wash
face hair wazifa
face hair yoga
face hair removal for
face hair removal home
face hair removal treatment
#face #hair #脸","['face hair asmr', 'face hair app', 'face hair acne', 'face hair animation', 'face hair bleach', 'face hair boy', 'face hair bumps', 'face hair blade', 'face hair black', 'face hair beauty', 'face hair cutting', 'face hair clean', 'face hair cream', 'face hair colour', 'face hair care', 'face hair design', 'face hair drawing', 'face hair dye', 'face hair dog', 'face hair doctor', 'face hair dr', 'face hair epilator', 'face hair editing', 'face hair eraser', 'face hair facial', 'face hair fall', 'face hair female']",,,PT16S,8,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,86213,2021-07-26 05:07:34+00:00,6942,#maybelline hyper curl mascara# long lasting # pigmented# shorts# YouTube shorts,,,,,PT20S,54,8,0,,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,57186,2025-04-03 09:24:47+00:00,7374,Eid Mubarak 🌼🌼🌼#eyeshadow #eidlooks #makeuplooks #makeup,,,hi,hi,PT17S,2279,13,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,27766,2020-04-26 10:56:59+00:00,8869,मोटी नाक को पतला केसे करे ll how to contour your Nose for beginners ll That Trendy Girl,"Hlo loves

    Wlcome back to my channel So if you're new to my channel please do subscribe to my channel press.

   So in this video i m going to do quick and easy Nose Contouring for beginners. 
   Those who have a fatty nose like me they can contour there nose. 

If you found this video helpful make sure subscribe to my channel press the bell icon like and share with your friends and family. 

   Last video link - https://youtu.be/b95TLmhfV0M

Products details -

# SFR Concealer pallate - 150 Rs. 

Instagram - https://www.instagram.com/invites/contact/?i=afbac5kagbwq&utm_content=1x1vlnj

Facebook - https://www.facebook.com/ruhanika.shergill

Facebook page - https://www.facebook.com/That-Trendy-Girl-108851717471148/

Mail - kritikasaini2108@gmail.com 

Copyright - all the content of this video is made by channel owner kritika (That Trendy Girl) 
Do not copy or use any content paid or unpaid  without permission
Email is given above ⬆️","['countouring', 'nose highliting', 'how to make nose slim', 'slim nose', 'nose', 'arvind kejriwal', 'narendra modi', 'corona virus', 'virus', 'quarantine', '#nosecounturing', '#slim nose', 'shy styles', 'anaysa', 'an knook', 'kaushal beauty', 'amit badana', 'bb ki vines', 'ashish chanchalani', 'rinkal soni', 'shruti arjun anand', 'nikki tutorials', 'flying beast', 'tik tok', 'tiktok', 'ashna hegde', 'avneet kaur', 'gujju unicorn', 'kapil sharma']",,,PT2M33S,23384,316,0,11,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,77338,2020-10-29 03:45:30+00:00,49305,YOU BETTER DRINK BLEACH!! IT&#39;S GOOD FOR YOU!!!,,,,,PT2M34S,56,0,0,2,['https://en.wikipedia.org/wiki/Physical_attractiveness']
youtube#video,92421,2025-02-14 17:46:09+00:00,24767,Valentine Loc Styles😍 #fyp #locs #locstyles #lochairstyles #locstylesforwomen #valentinesday  #love,,,en,en-US,PT25S,517,0,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,62852,2025-05-25 22:04:36+00:00,1260,Brown lip liner just ALWAYS looks good 😭🩷✨ #youtube #makeup #shorts,,,,,PT6S,18875,621,0,12,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,7745,2022-05-29 05:53:30+00:00,26816,Curling vs Straightner challenge  ✅or❎ #shortbeta #youtubeshorts #challenges,,,,hi,PT45S,532,18,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,91715,2023-12-08 09:45:17+00:00,19805,✨🌟 Ed’s Magical Bronde Balayage Transformation: Discover the Beauty of Bronde! 💫💇‍♀️ Today in the s,"✨🌟 Ed’s Magical Bronde Balayage Transformation: Discover the Beauty of Bronde! 💫💇‍♀️

Today in the salon, our creative director Ed worked his enchanting artistry to create a stunning Bronde Balayage transformation. 🖌️✨

But what exactly is Bronde Balayage, you ask? It’s the perfect blend of blonde and brunette, creating a sun-kissed, natural look that’s all the rage! 🌞🎨

Ready to experience the beauty of Bronde for yourself? Book your appointment with us today and let’s transform your hair dreams into reality! ✨📞 

#edshair #bramhall #bramhall hair #BrondeBalayage #HairTransformation #BalayageMagic #HairGoals #EdsHair #BookNow #SalonStyle #NaturalBeauty #skpcollective",,en,en,PT14S,2653,75,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,66773,2024-10-29 01:33:18+00:00,53550,#shorts #ytshorts #trending #ytviral #hair #shortcuts #fingerwaves #hairloss #pixiecuts #quickweave,,,,,PT22S,1009,10,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,43618,2021-10-13 14:19:53+00:00,37667,"hair style , fashion  , style , stylish #fashion #makeup #style #design #best #dance #love #hair",,,,,PT52S,11577,269,0,1,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,52444,2023-06-01 07:08:57+00:00,20024,"How to cut beautiful men&#39;s hair​ , Beauty Style Hair Part 2714",,['Embroidery\u200b\u200b Hat'],,,PT31S,9,1,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,7506,2024-02-28 22:59:14+00:00,32967,Your rare beauty if you… #preppy #aesthetic #rarebeauty #selenagomez #makeup #fypシ #viral #skincare,,,,,,,,,,
youtube#video,2274,2023-08-24 06:10:35+00:00,16540,beautyfull #like #share #1m#fashion#style #beauty#subscribe  #style#shorts#makeuptutorial#viral#ootd,"beautyfull #look #love#1m#fashion#support #beauty #grwm #style#shorts#makeuptutorial#viral#ootd#beautyhub

https://youtube.com/@beautyhub5546?si=QrYqwtDAKeG2x3qP","['beautyfull #look #love#1m#fashion#support #beauty #grwm #style#shorts#makeuptutorial#viral#ootd', 'https://youtube.com/@beautyhub5546?si=QrYqwtDAKeG2x3qP']",en-GB,ur,PT14S,858,41,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,77558,2023-11-02 09:16:41+00:00,41356,Trending Makeup 💄 ✨️ 😍 #makeup #bestmakeuptransformations202beautytipsforeverygirls #beautyproducts,,,,,PT21S,218,23,0,5,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,91268,2024-07-28 03:59:20+00:00,124,The Hair Colour That Will Best Suit Your Skin Tone.  #hairstyles #haircut # #blondehair #hair,"The Hair Colour That Will Best Suit Your Skin Tone.
A simple hair transformation can make a world of difference? My stunning new client came in with a major blonde regrowth and although her hair was bright, it wasn’t totally complimenting her complexion. So, we got to work and blended her regrowth line while adding some dimension with dreamy soft beige lowlights. But the real magic happened with our toner choice – a stunning Parisian Beige Blonde with a cool rose undertone that elevated her skin tone and made her blue eyes pop like never before. Just look at how sunkissed and radiant she looks now! It’s amazing how the right hair colour can completely change our appearance and our confidence. Who else is feeling inspired to switch up their hair game? 💁‍♀️
All Colours R+Color, Styling Oribe & Mr. Smith ✂️ : Mizutani Tsuchime Hairdryer: Dyson Supersonic","['balayage', 'hair educationhair colour', 'Hairstyles', 'Haircuts', 'french girl hair', 'balayage education', 'hair tutorial', 'Blonde hair']",,en-US,PT43S,4811,156,0,5,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,28183,2025-06-05 00:30:24+00:00,43011,LipCare #lips #lipstick #lipsync #trending #traditional #facial #chennai #tamil #tamilnadu #skin 💋,"For To Know Few More Details Kindly Call or Visit Direct Consultation Pls...


Halina The Cupping Clinic 

523(342/1), Anna Salai , Saidapet, Mount Road, CHENNAI - 600035

Timings 10AM to 8.30PM

+91-88704 82669
+91-89252 96669

https://maps.app.goo.gl/3yCu1ftojV3NjrVY7



Disclaimer : The video Content has been made available for informational and educational purposes only.please contact professionals for the procedures and do not attempt the same at home.",,,,PT15S,2224,10,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,11067,2022-09-20 13:50:41+00:00,3275,"beautiful walima makeup look step by step, plume moisturizer, makeup studio primer||Priyanka kaur","walima makeup look
Muslim bridal makeup
momdan bridal makeup
momdan Dulhan kaise sajaen
Muslim bridal ka makeup kaise karen step by step
how to create Muslim bridal makeup
Muslim bridal karte samay kin baton Ka Dhyan rakhen
musalmanon ki shaadi mein Dulhan ko kaise sajaen
walima soft makeup look
soft and easy makeup look
__________________________________________

for businesses inquiry

priyankakaur1111@gmail.com

________________________________________

book ur appointment call us

8448963045,7217728088

________________________________________

thank you for watching

don't forget to subscribe

Love you all 😘💞😘😘😘",,hi,hi,PT8M34S,276,21,0,3,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,89695,2024-10-07 06:57:05+00:00,44703,Transform your beauty routine with Zafarani&#39;s best-selling secrets💫 #skin #cream #zafaran #fyp,,,,,PT26S,99,7,0,2,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,81010,2024-07-02 04:43:50+00:00,16809,Hello Graceful Beauties!.. Don’t Miss Out!💋#fragrance #newvideo,,,,en,PT14S,44,6,0,0,['https://en.wikipedia.org/wiki/Electronic_music']
youtube#video,21924,2023-05-05 13:28:44+00:00,27771,wedding makeup look #makeup #skin #foundation #glowingskin #hairstyle,,,,,PT15S,194,6,0,0,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
youtube#video,37296,2024-07-09 10:28:56+00:00,18948,Best Sunscreen hyphen #viral #shorts #short #shortvideo #shortsvideo #shortsfeed #song #karanaujla #,,,,,PT12S,5094,199,0,18,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']"
